Lastnofitied,FirstNotifiedAt,SiteID,InstanceID,LTimeCluster,FTimeCluster,15minutelastcluster,15minutefirstcluster
1509428425,1505894685,3606470,23465,1509426000,1505894400,1509427800,1505894400
1509430490,1508816892,3689364,23844,1509429600,1508814000,1509429600,1508816700
1509431050,1508967997,3658221,24058,1509429600,1508965200,1509430500,1508967900
1509431400,1505368747,3658218,23471,1509429600,1505365200,1509431400,1505367900
1509431925,1505894685,3606470,23465,1509429600,1505894400,1509431400,1505894400
1509432065,1508967997,3658221,24058,1509429600,1508965200,1509431400,1508967900
1509432205,1505368747,3658218,23471,1509429600,1505365200,1509431400,1505367900
1509433885,1505368747,3658218,23471,1509433200,1505365200,1509433200,1505367900
1509434235,1509423071,3658226,23477,1509433200,1509422400,1509434100,1509422400
1509438330,1498725561,3682601,23463,1509436800,1498723200,1509437700,1498725000
1509439485,1509439485,3658160,23761,1509436800,1509436800,1509438600,1509438600
1509439485,1509439485,3658160,23823,1509436800,1509436800,1509438600,1509438600
1509441540,1509441540,3658134,23507,1509440400,1509440400,1509441300,1509441300
1509441785,1498725561,3682601,23463,1509440400,1498723200,1509441300,1498725000
1509442026,1509423071,3658226,23477,1509440400,1509422400,1509441300,1509422400
1509443145,1509443145,3855921,23629,1509440400,1509440400,1509443100,1509443100
1509446610,1508562424,3682717,23475,1509444000,1508562000,1509445800,1508562000
1509452526,1508459521,3658211,23733,1509451200,1508457600,1509452100,1508459400
1509454521,1505872527,3682592,23541,1509451200,1505869200,1509453900,1505871900
1509455536,1508562424,3682717,23475,1509454800,1508562000,1509454800,1508562000
1509459877,1508554127,3689365,23728,1509458400,1508551200,1509459300,1508553900
1509471916,1505894685,3606470,23465,1509469200,1505894400,1509471900,1505894400
1509473911,1505894685,3606470,23465,1509472800,1505894400,1509473700,1505894400
1509476291,1508298586,3658156,23506,1509472800,1508295600,1509475500,1508298300
1509484201,1509484201,3607329,23818,1509483600,1509483600,1509483600,1509483600
1509487771,1505368747,3658218,23471,1509487200,1505365200,1509487200,1505367900
1509488996,1508967997,3658221,24058,1509487200,1508965200,1509488100,1508967900
1509489241,1509489241,3658158,23563,1509487200,1509487200,1509489000,1509489000
1509492181,1508967997,3658221,24058,1509490800,1508965200,1509491700,1508967900
1509493897,1509489241,3658158,23563,1509490800,1509487200,1509493500,1509489000
1509494456,1509423071,3658226,23477,1509494400,1509422400,1509494400,1509422400
1509496172,1507081711,3658212,24061,1509494400,1507078800,1509495300,1507081500
1509497641,1509423071,3658226,23477,1509494400,1509422400,1509497100,1509422400
1509497676,1499560971,3682534,23476,1509494400,1499558400,1509497100,1499560200
1509498691,1508967997,3658221,24058,1509498000,1508965200,1509498000,1508967900
1509498971,1509489241,3658158,23563,1509498000,1509487200,1509498900,1509489000
1509499916,1509489241,3658158,23563,1509498000,1509487200,1509499800,1509489000
1509500966,1509423071,3658226,23477,1509498000,1509422400,1509500700,1509422400
1509502646,1507081711,3658212,24061,1509501600,1507078800,1509502500,1507081500
1509503346,1508967997,3658221,24058,1509501600,1508965200,1509502500,1508967900
1509506881,1505872527,3682592,23541,1509505200,1505869200,1509506100,1505871900
1509507826,1509489241,3658158,23563,1509505200,1509487200,1509507000,1509489000
1509507896,1505368747,3658218,23471,1509505200,1505365200,1509507000,1505367900
1509508351,1509489241,3658158,23563,1509505200,1509487200,1509507900,1509489000
1509509156,1505368747,3658218,23471,1509508800,1505365200,1509508800,1505367900
1509509646,1505368747,3658218,23471,1509508800,1505365200,1509508800,1505367900
1509509961,1499560971,3682534,23476,1509508800,1499558400,1509509700,1499560200
1509512306,1505368747,3658218,23471,1509508800,1505365200,1509511500,1505367900
1509512306,1505872527,3682592,23541,1509508800,1505869200,1509511500,1505871900
1509515281,1498725561,3682601,23463,1509512400,1498723200,1509515100,1498725000
1509515316,1505894685,3606470,23465,1509512400,1505894400,1509515100,1505894400
1509515841,1508967997,3658221,24058,1509512400,1508965200,1509515100,1508967900
1509517906,1505368747,3658218,23471,1509516000,1505365200,1509517800,1505367900
1509519971,1505935775,3682582,23467,1509519600,1505934000,1509519600,1505934900
1509520321,1509520321,3658226,23477,1509519600,1509519600,1509519600,1509519600
1509521476,1509520321,3658226,23477,1509519600,1509519600,1509521400,1509519600
1509523016,1505935775,3682582,23467,1509519600,1505934000,1509522300,1505934900
1509527496,1508298586,3658156,23506,1509526800,1508295600,1509526800,1508298300
1509528826,1509528826,3658134,23507,1509526800,1509526800,1509528600,1509528600
1509529561,1498725561,3682601,23463,1509526800,1498723200,1509529500,1498725000
1509530542,1505935775,3682582,23467,1509530400,1505934000,1509530400,1505934900
1509532432,1509532432,3687618,23498,1509530400,1509530400,1509532200,1509532200
1509532992,1505935775,3682582,23467,1509530400,1505934000,1509532200,1505934900
1509533412,1499560971,3682534,23476,1509530400,1499558400,1509533100,1499560200
1509534042,1505872527,3682592,23541,1509534000,1505869200,1509534000,1505871900
1509534217,1498725561,3682601,23463,1509534000,1498723200,1509534000,1498725000
1509535023,1498725561,3682601,23463,1509534000,1498723200,1509534900,1498725000
1509535197,1499560971,3682534,23476,1509534000,1499558400,1509534900,1499560200
1509535512,1508545797,3658219,23460,1509534000,1508544000,1509534900,1508544900
1509535967,1505894685,3606470,23465,1509534000,1505894400,1509535800,1505894400
1509536282,1508459521,3658211,23733,1509534000,1508457600,1509535800,1508459400
1509536387,1499560971,3682534,23476,1509534000,1499558400,1509535800,1499560200
1509537297,1505872527,3682592,23541,1509534000,1505869200,1509536700,1505871900
1509537787,1509537787,3606489,23607,1509537600,1509537600,1509537600,1509537600
1509538032,1508571770,3606489,23604,1509537600,1508569200,1509537600,1508571000
1509539187,1498725561,3682601,23463,1509537600,1498723200,1509538500,1498725000
1509539222,1509532432,3687618,23498,1509537600,1509530400,1509538500,1509532200
1509539257,1501298202,3658228,23540,1509537600,1501297200,1509538500,1501298100
1509540072,1498725561,3682601,23463,1509537600,1498723200,1509539400,1498725000
1509541507,1498725561,3682601,23463,1509541200,1498723200,1509541200,1498725000
1509542172,1508816892,3689364,23844,1509541200,1508814000,1509542100,1508816700
1509543508,1509543508,3658226,23477,1509541200,1509541200,1509543000,1509543000
1509547813,1505894685,3606470,23465,1509544800,1505894400,1509547500,1505894400
1509551662,1509543508,3658226,23477,1509548400,1509541200,1509551100,1509543000
1509558667,1505894685,3606470,23465,1509555600,1505894400,1509558300,1505894400
1509561612,1508641982,3685140,23461,1509559200,1508641200,1509561000,1508641200
1509564482,1509564482,3658150,24060,1509562800,1509562800,1509563700,1509563700
1509567457,1490133636,3689143,23464,1509566400,1490133600,1509567300,1490133600
1509573202,1509573202,3658235,23992,1509570000,1509570000,1509572700,1509572700
1509573272,1509573272,3658235,23993,1509570000,1509570000,1509572700,1509572700
1509575617,1509575617,3658141,24091,1509573600,1509573600,1509575400,1509575400
1509576282,1509576282,3658141,23735,1509573600,1509573600,1509575400,1509575400
1509576772,1509576772,3658226,23477,1509573600,1509573600,1509576300,1509576300
1509578527,1509564482,3658150,24060,1509577200,1509562800,1509578100,1509563700
1509579647,1509576772,3658226,23477,1509577200,1509573600,1509579000,1509576300
1509581362,1509581362,3658158,23563,1509580800,1509580800,1509580800,1509580800
1509581852,1509581362,3658158,23563,1509580800,1509580800,1509581700,1509580800
1509583532,1509581362,3658158,23563,1509580800,1509580800,1509583500,1509580800
1509588327,1509588327,3685181,24190,1509588000,1509588000,1509588000,1509588000
1509590182,1508641982,3685140,23461,1509588000,1508641200,1509589800,1508641200
1509593332,1508641982,3685140,23461,1509591600,1508641200,1509592500,1508641200
1509594667,1505894685,3606470,23465,1509591600,1505894400,1509594300,1505894400
1509594667,1509594667,3687379,23602,1509591600,1509591600,1509594300,1509594300
1509594737,1509316585,3687379,23613,1509591600,1509314400,1509594300,1509316200
1509595332,1509595332,3658193,23458,1509595200,1509595200,1509595200,1509595200
1509595437,1509595437,3658193,23538,1509595200,1509595200,1509595200,1509595200
1509596452,1509596452,3658226,23477,1509595200,1509595200,1509596100,1509596100
1509597642,1505935775,3682582,23467,1509595200,1505934000,1509597000,1505934900
1509599922,1509595332,3658193,23458,1509598800,1509595200,1509599700,1509595200
1509602132,1505894685,3606470,23465,1509598800,1505894400,1509601500,1505894400
1509602308,1505851807,3682533,23484,1509598800,1505851200,1509601500,1505851200
1509602587,1509596452,3658226,23477,1509602400,1509595200,1509602400,1509596100
1509604933,1498725561,3682601,23463,1509602400,1498723200,1509604200,1498725000
1509608748,1509608748,3658167,23482,1509606000,1509606000,1509608700,1509608700
1509610428,1508459521,3658211,23733,1509609600,1508457600,1509609600,1508459400
1509610568,1509610568,3685129,23532,1509609600,1509609600,1509610500,1509610500
1509612108,1508459521,3658211,23733,1509609600,1508457600,1509611400,1508459400
1509612983,1498725561,3682601,23463,1509609600,1498723200,1509612300,1498725000
1509616029,1509616029,3658134,23507,1509613200,1509613200,1509615900,1509615900
1509621110,1505851807,3682533,23484,1509620400,1505851200,1509620400,1505851200
1509623211,1505935775,3682582,23467,1509620400,1505934000,1509623100,1505934900
1509625346,1509625346,3741724,23505,1509624000,1509624000,1509624900,1509624900
1509627586,1505935775,3682582,23467,1509624000,1505934000,1509626700,1505934900
1509632520,1509625346,3741724,23505,1509631200,1509624000,1509632100,1509624900
1509634620,1508641982,3685140,23461,1509631200,1508641200,1509633900,1508641200
1509637980,1509316585,3687379,23613,1509634800,1509314400,1509637500,1509316200
1509638015,1509638015,3658226,23477,1509634800,1509634800,1509637500,1509637500
1509638507,1509638015,3658226,23477,1509638400,1509634800,1509638400,1509637500
1509642216,1508263796,3685181,23862,1509642000,1508263200,1509642000,1508263200
1509642636,1508447726,3607474,23686,1509642000,1508446800,1509642000,1508447700
1509643161,1509643161,3606344,23792,1509642000,1509642000,1509642900,1509642900
1509644141,1509644141,3687379,23602,1509642000,1509642000,1509643800,1509643800
1509644211,1509316585,3687379,23613,1509642000,1509314400,1509643800,1509316200
1509644386,1509644141,3687379,23602,1509642000,1509642000,1509643800,1509643800
1509644456,1509316585,3687379,23613,1509642000,1509314400,1509643800,1509316200
1509645401,1505894685,3606470,23465,1509642000,1505894400,1509644700,1505894400
1509646031,1508459521,3658211,23733,1509645600,1508457600,1509645600,1508459400
1509646731,1509638015,3658226,23477,1509645600,1509634800,1509646500,1509637500
1509646766,1509644141,3687379,23602,1509645600,1509642000,1509646500,1509643800
1509646871,1509316585,3687379,23613,1509645600,1509314400,1509646500,1509316200
1509647466,1509647466,3658167,23482,1509645600,1509645600,1509647400,1509647400
1509647821,1505935775,3682582,23467,1509645600,1505934000,1509647400,1505934900
1509648556,1505935775,3682582,23467,1509645600,1505934000,1509648300,1505934900
1509649991,1509644141,3687379,23602,1509649200,1509642000,1509649200,1509643800
1509650236,1509316585,3687379,23613,1509649200,1509314400,1509650100,1509316200
1509650341,1509644141,3687379,23602,1509649200,1509642000,1509650100,1509643800
1509650481,1509316585,3687379,23613,1509649200,1509314400,1509650100,1509316200
1509650551,1509644141,3687379,23602,1509649200,1509642000,1509650100,1509643800
1509650726,1509316585,3687379,23613,1509649200,1509314400,1509650100,1509316200
1509651706,1505935775,3682582,23467,1509649200,1505934000,1509651000,1505934900
1509652791,1509652791,3607303,23499,1509649200,1509649200,1509651900,1509651900
1509654786,1505935775,3682582,23467,1509652800,1505934000,1509654600,1505934900
1509655206,1509655206,3685184,24037,1509652800,1509652800,1509654600,1509654600
1509655941,1509655941,3607280,23977,1509652800,1509652800,1509655500,1509655500
1509656047,1490128246,3607280,23502,1509652800,1490126400,1509655500,1490128200
1509656256,1509656256,3607280,23560,1509652800,1509652800,1509655500,1509655500
1509656256,1509655941,3607280,23977,1509652800,1509652800,1509655500,1509655500
1509656256,1509656256,3607280,23559,1509652800,1509652800,1509655500,1509655500
1509656256,1508245591,3607280,23503,1509652800,1508245200,1509655500,1508245200
1509656746,1505935775,3682582,23467,1509656400,1505934000,1509656400,1505934900
1509659862,1505935775,3682582,23467,1509656400,1505934000,1509659100,1505934900
1509662662,1509662662,3658158,23563,1509660000,1509660000,1509661800,1509661800
1509662802,1509662802,3658189,24191,1509660000,1509660000,1509662700,1509662700
1509663047,1509663047,3658189,23984,1509660000,1509660000,1509662700,1509662700
1509663921,1509652791,3607303,23499,1509663600,1509649200,1509663600,1509651900
1509664901,1509647466,3658167,23482,1509663600,1509645600,1509664500,1509647400
1509666231,1509666231,3687618,23498,1509663600,1509663600,1509665400,1509665400
1509666896,1505935775,3682582,23467,1509663600,1505934000,1509666300,1505934900
1509667141,1508562424,3682717,23475,1509663600,1508562000,1509666300,1508562000
1509667876,1508967997,3658221,24058,1509667200,1508965200,1509667200,1508967900
1509668051,1509666231,3687618,23498,1509667200,1509663600,1509667200,1509665400
1509668716,1509662662,3658158,23563,1509667200,1509660000,1509668100,1509661800
1509668751,1505935775,3682582,23467,1509667200,1505934000,1509668100,1505934900
1509668926,1509668926,3658226,23477,1509667200,1509667200,1509668100,1509668100
1509672846,1505935775,3682582,23467,1509670800,1505934000,1509672600,1505934900
1509675086,1505935775,3682582,23467,1509674400,1505934000,1509674400,1505934900
1509677431,1505935775,3682582,23467,1509674400,1505934000,1509677100,1505934900
1509677711,1508562424,3682717,23475,1509674400,1508562000,1509677100,1508562000
1509680091,1509680091,3658184,23556,1509678000,1509678000,1509679800,1509679800
1509680126,1509680126,3658212,24061,1509678000,1509678000,1509679800,1509679800
1509680512,1509647466,3658167,23482,1509678000,1509645600,1509679800,1509647400
1509681352,1505872527,3682592,23541,1509678000,1505869200,1509680700,1505871900
1509681807,1509680126,3658212,24061,1509681600,1509678000,1509681600,1509679800
1509683347,1509683347,3607303,23500,1509681600,1509681600,1509682500,1509682500
1509683417,1509683417,3658231,23551,1509681600,1509681600,1509683400,1509683400
1509684082,1509684082,3607303,23499,1509681600,1509681600,1509683400,1509683400
1509686641,1509686641,3687618,23498,1509685200,1509685200,1509686100,1509686100
1509687341,1509687341,3658200,23508,1509685200,1509685200,1509687000,1509687000
1509687691,1509683347,3607303,23500,1509685200,1509681600,1509687000,1509682500
1509687762,1508480452,3658199,23542,1509685200,1508479200,1509687000,1508480100
1509687832,1509686641,3687618,23498,1509685200,1509685200,1509687000,1509686100
1509688882,1505894685,3606470,23465,1509688800,1505894400,1509688800,1505894400
1509689862,1509683347,3607303,23500,1509688800,1509681600,1509689700,1509682500
1509690962,1509686641,3687618,23498,1509688800,1509685200,1509690600,1509686100
1509692362,1509683347,3607303,23500,1509688800,1509681600,1509691500,1509682500
1509693902,1509693902,3843028,23577,1509692400,1509692400,1509693300,1509693300
1509705106,1505894685,3606470,23465,1509703200,1505894400,1509705000,1505894400
1509709901,1499560971,3682534,23476,1509706800,1499558400,1509709500,1499560200
1509712666,1498725561,3682601,23463,1509710400,1498723200,1509712200,1498725000
1509713331,1505935775,3682582,23467,1509710400,1505934000,1509713100,1505934900
1509728491,1509644141,3687379,23602,1509728400,1509642000,1509728400,1509643800
1509731576,1505935775,3682582,23467,1509728400,1505934000,1509731100,1505934900
1509732346,1505894685,3606470,23465,1509732000,1505894400,1509732000,1505894400
1509733711,1505935775,3682582,23467,1509732000,1505934000,1509732900,1505934900
1509735181,1505935775,3682582,23467,1509732000,1505934000,1509734700,1505934900
1509735671,1505935775,3682582,23467,1509735600,1505934000,1509735600,1505934900
1509737604,1505935775,3682582,23467,1509735600,1505934000,1509737400,1505934900
1509741176,1505935775,3682582,23467,1509739200,1505934000,1509741000,1505934900
1509741981,1508641982,3685140,23461,1509739200,1508641200,1509741900,1508641200
1509745657,1505935775,3682582,23467,1509742800,1505934000,1509745500,1505934900
1509746391,1508459521,3658211,23733,1509742800,1508457600,1509745500,1508459400
1509746567,1505935775,3682582,23467,1509746400,1505934000,1509746400,1505934900
1509748246,1505935775,3682582,23467,1509746400,1505934000,1509748200,1505934900
1509748981,1505935775,3682582,23467,1509746400,1505934000,1509748200,1505934900
1509750277,1509750277,3658146,23591,1509750000,1509750000,1509750000,1509750000
1509750382,1509750382,3658146,23593,1509750000,1509750000,1509750000,1509750000
1509750382,1509750382,3658146,23971,1509750000,1509750000,1509750000,1509750000
1509750452,1509750452,3658146,23592,1509750000,1509750000,1509750000,1509750000
1509750662,1509750662,3658146,23589,1509750000,1509750000,1509750000,1509750000
1509750662,1509750662,3658146,23596,1509750000,1509750000,1509750000,1509750000
1509750662,1508267716,3658146,23638,1509750000,1508266800,1509750000,1508267700
1509751397,1505935775,3682582,23467,1509750000,1505934000,1509750900,1505934900
1509752977,1509752977,3658138,23648,1509750000,1509750000,1509752700,1509752700
1509753957,1505935775,3682582,23467,1509753600,1505934000,1509753600,1505934900
1509756336,1508634946,3658227,23545,1509753600,1508634000,1509756300,1508634900
1509758121,1508459521,3658211,23733,1509757200,1508457600,1509758100,1508459400
1509758576,1509758576,3685129,24054,1509757200,1509757200,1509758100,1509758100
1509758716,1509758716,3685129,23526,1509757200,1509757200,1509758100,1509758100
1509759031,1509759031,3685129,23535,1509757200,1509757200,1509759000,1509759000
1509764841,1508634946,3658227,23545,1509764400,1508634000,1509764400,1508634900
1509768306,1508545797,3658219,23460,1509768000,1508544000,1509768000,1508544900
1509770726,1498725561,3682601,23463,1509768000,1498723200,1509770700,1498725000
1509774401,1509774401,3682717,23488,1509771600,1509771600,1509774300,1509774300
1509774786,1505851807,3682533,23484,1509771600,1505851200,1509774300,1505851200
1509775801,1498725561,3682601,23463,1509775200,1498723200,1509775200,1498725000
1509775836,1505894685,3606470,23465,1509775200,1505894400,1509775200,1505894400
1509776816,1505851807,3682533,23484,1509775200,1505851200,1509776100,1505851200
1509776991,1505368747,3658218,23471,1509775200,1505365200,1509776100,1505367900
1509777131,1509777131,3658158,23563,1509775200,1509775200,1509777000,1509777000
1509777131,1508459521,3658211,23733,1509775200,1508457600,1509777000,1508459400
1509778466,1509778466,3684494,23497,1509775200,1509775200,1509777900,1509777900
1509779271,1508545797,3658219,23460,1509778800,1508544000,1509778800,1508544900
1509786307,1508459521,3658211,23733,1509786000,1508457600,1509786000,1508459400
1509787147,1505894685,3606470,23465,1509786000,1505894400,1509786900,1505894400
1509787427,1509778466,3684494,23497,1509786000,1509775200,1509786900,1509777900
1509788797,1508545797,3658219,23460,1509786000,1508544000,1509788700,1508544900
1509790162,1509777131,3658158,23563,1509789600,1509775200,1509789600,1509777000
1509790197,1509790197,3685129,23529,1509789600,1509789600,1509789600,1509789600
1509790792,1509790197,3685129,23529,1509789600,1509789600,1509790500,1509789600
1509790792,1509790792,3685129,23532,1509789600,1509789600,1509790500,1509790500
1509791702,1509791702,3685129,23946,1509789600,1509789600,1509791400,1509791400
1509791877,1509790792,3685129,23532,1509789600,1509789600,1509791400,1509790500
1509792297,1509792297,3658226,23477,1509789600,1509789600,1509791400,1509791400
1509792613,1509792613,3685129,24184,1509789600,1509789600,1509792300,1509792300
1509792613,1509792613,3685129,23601,1509789600,1509789600,1509792300,1509792300
1509792613,1509791702,3685129,23946,1509789600,1509789600,1509792300,1509791400
1509792752,1509792752,3685129,23527,1509789600,1509789600,1509792300,1509792300
1509792752,1509790792,3685129,23532,1509789600,1509789600,1509792300,1509790500
1509793173,1509791702,3685129,23946,1509789600,1509789600,1509792300,1509791400
1509793173,1509792613,3685129,23601,1509789600,1509789600,1509792300,1509792300
1509793347,1509790792,3685129,23532,1509793200,1509789600,1509793200,1509790500
1509793942,1499560971,3682534,23476,1509793200,1499558400,1509793200,1499560200
1509794012,1509792613,3685129,23601,1509793200,1509789600,1509793200,1509792300
1509794223,1509794223,3685129,23535,1509793200,1509793200,1509794100,1509794100
1509794223,1505935775,3682582,23467,1509793200,1505934000,1509794100,1505934900
1509796532,1509796532,3685129,24054,1509793200,1509793200,1509795900,1509795900
1509796707,1509796707,3685129,23526,1509793200,1509793200,1509795900,1509795900
1509797092,1509790792,3685129,23532,1509796800,1509789600,1509796800,1509790500
1509798492,1509798492,3685129,24192,1509796800,1509796800,1509797700,1509797700
1509798492,1509798492,3685129,24026,1509796800,1509796800,1509797700,1509797700
1509798597,1509792752,3685129,23527,1509796800,1509789600,1509797700,1509792300
1509798632,1509790792,3685129,23532,1509796800,1509789600,1509798600,1509790500
1509798702,1505989466,3685129,23519,1509796800,1505988000,1509798600,1505988900
1509798702,1508275136,3685129,23518,1509796800,1508274000,1509798600,1508274900
1509798737,1509796707,3685129,23526,1509796800,1509793200,1509798600,1509795900
1509799052,1509790792,3685129,23532,1509796800,1509789600,1509798600,1509790500
1509799262,1509799262,3685129,23531,1509796800,1509796800,1509798600,1509798600
1509799262,1509799262,3685129,23536,1509796800,1509796800,1509798600,1509798600
1509799262,1509798492,3685129,24026,1509796800,1509796800,1509798600,1509797700
1509800872,1509777131,3658158,23563,1509800400,1509775200,1509800400,1509777000
1509802627,1509798492,3685129,24026,1509800400,1509796800,1509802200,1509797700
1509802837,1505989466,3685129,23519,1509800400,1505988000,1509802200,1505988900
1509803047,1509799262,3685129,23536,1509800400,1509796800,1509802200,1509798600
1509804587,1506417997,3658146,23798,1509804000,1506416400,1509804000,1506417300
1509810227,1508459521,3658211,23733,1509807600,1508457600,1509809400,1508459400
1509812432,1505935775,3682582,23467,1509811200,1505934000,1509812100,1505934900
1509813657,1509813657,3658235,24041,1509811200,1509811200,1509813000,1509813000
1509813832,1509813832,3658235,23890,1509811200,1509811200,1509813000,1509813000
1509818948,1509818948,3658235,24044,1509818400,1509818400,1509818400,1509818400
1509819018,1509819018,3658226,23477,1509818400,1509818400,1509818400,1509818400
1509819158,1505894685,3606470,23465,1509818400,1505894400,1509818400,1505894400
1509819158,1509819158,3658235,23746,1509818400,1509818400,1509818400,1509818400
1509827847,1505935775,3682582,23467,1509825600,1505934000,1509827400,1505934900
1509828372,1505935775,3682582,23467,1509825600,1505934000,1509828300,1505934900
1509830512,1505935775,3682582,23467,1509829200,1505934000,1509830100,1505934900
1509832867,1505935775,3682582,23467,1509832800,1505934000,1509832800,1505934900
1509835848,1508459521,3658211,23733,1509832800,1508457600,1509835500,1508459400
1509838832,1505368747,3658218,23471,1509836400,1505365200,1509838200,1505367900
1509840133,1509840133,3658146,23828,1509840000,1509840000,1509840000,1509840000
1509840133,1509840133,3658146,23589,1509840000,1509840000,1509840000,1509840000
1509840133,1509840133,3658146,23592,1509840000,1509840000,1509840000,1509840000
1509840133,1509840133,3658146,23597,1509840000,1509840000,1509840000,1509840000
1509840133,1509840133,3658146,23976,1509840000,1509840000,1509840000,1509840000
1509840133,1506417997,3658146,23798,1509840000,1506416400,1509840000,1506417300
1509840237,1509840237,3658146,23972,1509840000,1509840000,1509840000,1509840000
1509841007,1505851807,3682533,23484,1509840000,1505851200,1509840900,1505851200
1509841602,1505935775,3682582,23467,1509840000,1505934000,1509840900,1505934900
1509841742,1509841742,3658146,23595,1509840000,1509840000,1509840900,1509840900
1509841742,1506417997,3658146,23798,1509840000,1506416400,1509840900,1506417300
1509841812,1509840133,3658146,23597,1509840000,1509840000,1509841800,1509840000
1509841812,1509840133,3658146,23976,1509840000,1509840000,1509841800,1509840000
1509842162,1505872527,3682592,23541,1509840000,1505869200,1509841800,1505871900
1509844332,1509844332,3658226,23477,1509843600,1509843600,1509843600,1509843600
1509844402,1509844402,3682717,23488,1509843600,1509843600,1509843600,1509843600
1509846677,1508562424,3682717,23475,1509843600,1508562000,1509846300,1508562000
1509848077,1509848077,3658235,23890,1509847200,1509847200,1509847200,1509847200
1509849272,1505368747,3658218,23471,1509847200,1505365200,1509849000,1505367900
1509849657,1505851807,3682533,23484,1509847200,1505851200,1509849000,1505851200
1509851407,1497589877,3607492,23843,1509850800,1497589200,1509850800,1497589200
1509852392,1508634946,3658227,23545,1509850800,1508634000,1509851700,1508634900
1509853302,1509853302,3658146,24165,1509850800,1509850800,1509852600,1509852600
1509853442,1509840237,3658146,23972,1509850800,1509840000,1509852600,1509840000
1509853827,1509853302,3658146,24165,1509850800,1509850800,1509853500,1509852600
1509854282,1509854282,3682716,23619,1509850800,1509850800,1509853500,1509853500
1509854317,1509844402,3682717,23488,1509850800,1509843600,1509853500,1509843600
1509854632,1509854282,3682716,23619,1509854400,1509850800,1509854400,1509853500
1509854702,1508562424,3682717,23475,1509854400,1508562000,1509854400,1508562000
1509854877,1508459521,3658211,23733,1509854400,1508457600,1509854400,1508459400
1509856662,1505368747,3658218,23471,1509854400,1505365200,1509856200,1505367900
1509861492,1509861492,3658167,23482,1509858000,1509858000,1509860700,1509860700
1509862682,1505894685,3606470,23465,1509861600,1505894400,1509862500,1505894400
1509863487,1498725561,3682601,23463,1509861600,1498723200,1509863400,1498725000
1509863632,1508459521,3658211,23733,1509861600,1508457600,1509863400,1508459400
1509869097,1508459521,3658211,23733,1509868800,1508457600,1509868800,1508459400
1509889451,1508466381,3606436,23575,1509886800,1508464800,1509888600,1508465700
1509892671,1509892671,3688202,23812,1509890400,1509890400,1509892200,1509892200
1509897852,1509897852,3658226,23477,1509897600,1509897600,1509897600,1509897600
1509898237,1508459521,3658211,23733,1509897600,1508457600,1509897600,1508459400
1509901911,1509901911,3658189,24191,1509901200,1509901200,1509901200,1509901200
1509902051,1509902051,3658189,23984,1509901200,1509901200,1509901200,1509901200
1509905141,1505368747,3658218,23471,1509904800,1505365200,1509904800,1505367900
1509906016,1505894685,3606470,23465,1509904800,1505894400,1509905700,1505894400
1509906856,1509897852,3658226,23477,1509904800,1509897600,1509906600,1509897600
1509907451,1508459521,3658211,23733,1509904800,1508457600,1509906600,1508459400
1509916097,1498725561,3682601,23463,1509915600,1498723200,1509915600,1498725000
1509917391,1505935775,3682582,23467,1509915600,1505934000,1509916500,1505934900
1509921036,1505935775,3682582,23467,1509919200,1505934000,1509921000,1505934900
1509921176,1509921176,3607303,23500,1509919200,1509919200,1509921000,1509921000
1509925976,1509921176,3607303,23500,1509922800,1509919200,1509925500,1509921000
1509926676,1509926676,3658167,23482,1509926400,1509926400,1509926400,1509926400
1509930561,1509921176,3607303,23500,1509930000,1509919200,1509930000,1509921000
1509933926,1509933926,3658176,23546,1509933600,1509933600,1509933600,1509933600
1509934871,1509933926,3658176,23546,1509933600,1509933600,1509934500,1509933600
1509935291,1509935291,3658212,24061,1509933600,1509933600,1509934500,1509934500
1509935816,1509935816,3682717,23488,1509933600,1509933600,1509935400,1509935400
1509937041,1505935775,3682582,23467,1509933600,1505934000,1509936300,1505934900
1509937496,1509937496,3658146,23641,1509937200,1509937200,1509937200,1509937200
1509937496,1509937496,3658146,23592,1509937200,1509937200,1509937200,1509937200
1509937496,1509937496,3658146,23593,1509937200,1509937200,1509937200,1509937200
1509937531,1508267716,3658146,23638,1509937200,1508266800,1509937200,1508267700
1509937531,1509937531,3658146,23594,1509937200,1509937200,1509937200,1509937200
1509937531,1509937531,3658146,23596,1509937200,1509937200,1509937200,1509937200
1509937567,1509937567,3658146,23591,1509937200,1509937200,1509937200,1509937200
1509937636,1509937636,3682716,23623,1509937200,1509937200,1509937200,1509937200
1509937951,1508267716,3658146,23638,1509937200,1508266800,1509937200,1508267700
1509937986,1509937496,3658146,23641,1509937200,1509937200,1509937200,1509937200
1509937986,1509937986,3658146,23597,1509937200,1509937200,1509937200,1509937200
1509937986,1509937986,3658146,23976,1509937200,1509937200,1509937200,1509937200
1509938966,1508634946,3658227,23545,1509937200,1508634000,1509938100,1508634900
1509939421,1508459521,3658211,23733,1509937200,1508457600,1509939000,1508459400
1509940191,1505935775,3682582,23467,1509937200,1505934000,1509939900,1505934900
1509940401,1509940401,3658231,23551,1509937200,1509937200,1509939900,1509939900
1509941136,1508634946,3658227,23545,1509940800,1508634000,1509940800,1508634900
1509942432,1505935775,3682582,23467,1509940800,1505934000,1509941700,1505934900
1509946012,1505872527,3682592,23541,1509944400,1505869200,1509945300,1505871900
1509948567,1505368747,3658218,23471,1509948000,1505365200,1509948000,1505367900
